LocationID,OwnerCSZ,ManagerCSZ,ZIp1,ZIp2,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS
'39OR,"WHITE CITY, OR 97503","WHITE CITY, OR 97503",97503,97503,42-25-45.0000N,152745.0000N,122-52-32.0000W,442352.0000W
'OG25,"WHITE CITY, OR 97503","WHITE CITY, OR 97503",97503,97503,42-30-40.4400N,153040.4400N,122-55-27.1600W,442527.1600W
'0OR8,"CENTRAL POINT, OR 97502","WHITE CITY, OR 97503",97502,97503,42-29-05.4490N,152945.4490N,122-51-58.1520W,442318.1520W
'2OG5,"WILLAMINA, OR 97396","WILLAMINA, OR 97396",97396,97396,45-07-04.7200N,162424.7200N,123-30-23.2500W,444623.2500W
'6OR6,"WILDERVILLE, OR 97543","WILDERVILLE, OR 97543",97543,97543,42-23-29.4120N,152609.4120N,123-32-04.2350W,444724.2350W
'OR05,"YAMHILL, OR 97148","YAMHILL, OR 97148",97148,97148,45-21-41.5000N,163301.5000N,123-21-11.9000W,444071.9000W
'OR59,"YAMHILL, OR 97148","YAMHILL, OR 97148",97148,97148,45-19-53.4120N,163193.4120N,123-12-25.3840W,443545.3840W
'PN03,"ABINGTON, PA 19001","ABINGTON, PA 19001",19001,19001,40-07-09.2600N,144429.2600N,075-07-11.5400W,270431.5400W
'3PA5,"ADAMSBURG, PA 15611","ADAMSBURG, PA 15611",15611,15611,40-18-37.2490N,145117.2490N,079-39-18.1530W,286758.1530W
'PS27,"ADDISON, PA 15411","ADDISON, PA 15411",15411,15411,39-43-53.0000N,143033.0000N,079-22-30.0000W,285750.0000W
'PS05,"ALBION, PA 16401","ALBION, PA 16401",16401,16401,41-52-31.2000N,150751.2000N,080-22-29.2350W,289349.2350W
'75PA,"ALBION, PA 16401","ALBION, PA 16401",16401,16401,41-52-23.2000N,150743.2000N,080-27-32.2480W,289652.2480W
'24PN,"ALLENTOWN, PA 18101","ALLENTOWN, PA 18101",18101,18101,40-36-03.8000N,146163.8000N,075-28-30.3000W,271710.3000W
'XLL,"ALLENTOWN, PA 18109","ALLENTOWN, PA 18109",18109,18109,40-34-13.0000N,146053.0000N,075-29-17.9000W,271757.9000W
'PA27,"ALLENTOWN, PA 18105","ALLENTOWN, PA 18105",18105,18105,40-36-15.3470N,146175.3470N,075-33-43.6680W,272023.6680W
'46PN,"ALLENTOWN, PA 18104","ALLENTOWN, PA 18104",18104,18104,40-54-00.0000N,147240.0000N,075-52-00.0000W,273120.0000W
'3PN5,"ALLENTOWN, PA 18102",,18102,#VALUE!,40-33-54.3480N,146034.3480N,075-33-28.6680W,272008.6680W
'ABE,"ALLENTOWN, PA 18109-3040","ALLENTOWN, PA 18109-3040",18109-3040,18109-3040,40-39-08.5000N,146348.5000N,075-26-25.5000W,271585.5000W
'PS33,"WAYNE, PA 19087","WAYNE, PA 19087",19087,19087,40-37-59.0000N,146279.0000N,075-27-31.0000W,271651.0000W
'98PN,"ALLENTOWN, PA 18105","ALLENTOWN, PA 18105",18105,18105,40-33-40.3490N,146020.3490N,075-31-24.6640W,271884.6640W
'PA26,"ALLENTOWN, PA 18102",,18102,#VALUE!,40-38-10.3490N,146290.3490N,075-29-04.6590W,271744.6590W
'77PA,"ALLISON PARK, PA 15101","ALLISON PARK, PA 15101",15101,15101,40-35-00.2420N,146100.2420N,079-53-59.1890W,287639.1890W
'AOO,"MARTINSBURG, PA 16662","MARTINSBURG, PA 16662",16662,16662,40-17-46.9000N,145066.9000N,078-19-12.1000W,281952.1000W
'74PN,"ALTOONA, PA 16601","ALTOONA, PA 16601",16601,16601,40-31-18.0000N,145878.0000N,078-23-54.0000W,282234.0000W
'PS15,"ALTOONA, PA 16601","ALTOONA, PA 16601",16601,16601,40-32-51.2470N,145971.2470N,078-23-30.0510W,282210.0510W
'PA30,"ANDREAS, PA 18211","ANDREAS, PA 18211",18211,18211,40-46-00.3360N,146760.3360N,075-46-28.6890W,272788.6890W
'PA31,"ANNVILLE, PA 17003","ANNVILLE, PA 17003",17003,17003,40-17-00.3300N,145020.3300N,076-32-21.8830W,275541.8830W
'PN46,"APOLLO, PA 15613","APOLLO, PA 15613",15613,15613,40-33-52.0000N,146032.0000N,079-32-45.0000W,286365.0000W
'PA32,"ASHLAND, PA 17921","ASHLAND, PA 19721",17921,19721,40-46-09.7900N,146769.7900N,076-19-53.0100W,274793.0100W
'PA33,"NEW CASTLE, DE 19720","SAYRE, PA 01840",19720,01840,41-57-00.2670N,151020.2670N,076-28-58.7910W,275338.7910W
'2PA2,"CRESSONA, PA 17929","CRESSONA, PA 17929",17929,17929,40-35-54.9600N,146154.9600N,076-08-13.0200W,274093.0200W
'PA34,"DREXEL HILL, PA 19026","ARDMORE, PA 19003",19026,19003,40-01-00.4040N,144060.4040N,075-14-28.6500W,270868.6500W
'PA35,"BARTO, PA 19504","BARTO, PA 19504",19504,19504,40-25-55.3460N,145555.3460N,075-37-33.6740W,272253.6740W
'7N8,"BALLY, PA 19503","BALLY, PA 19503",19503,19503,40-23-53.3520N,145433.3520N,075-33-51.6610W,272031.6610W
'8PN2,"BANGOR, PA 18013","BANGOR, PA 18013",18013,18013,40-54-37.9800N,147277.9800N,075-09-54.4800W,270594.4800W
'75PN,"ALBEMARLE, NC 28001","ALBEMARLE, NC 28001",28001,28001,40-41-08.2370N,146468.2370N,080-18-36.2240W,289116.2240W
'76PN,"BEAVER, PA 15009","BEAVER, PA 15009",15009,15009,40-42-40.8200N,146560.8200N,080-19-18.8200W,289158.8200W
'BVI,"BEAVER, PA 15009","BEAVER FALLS, PA 15010",15009,15010,40-46-20.9000N,146780.9000N,080-23-29.2000W,289409.2000W
'PS06,"BEAVER SPRINGS, PA 17812","BEAVER SPRINGS, PA 17812",17812,17812,40-44-00.2780N,146640.2780N,077-15-58.9570W,278158.9570W
'HMZ,"BEDFORD, PA 15522","BEDFORD, PA 15522",15522,15522,40-05-10.0000N,144310.0000N,078-30-48.6000W,282648.6000W
'PA36,"PERKASIE, PA 18944","PERKASIE, PA 18944",18944,18944,40-27-10.3710N,145630.3710N,075-12-13.6270W,270733.6270W
'N96,"BELLEFONTE, PA 16823","BELLEFONTE, PA 16823",16823,16823,40-53-07.8000N,147187.8000N,077-48-58.4000W,280138.4000W
'01PN,"BELLEFONTE, PA 16823",,16823,#VALUE!,40-55-50.2210N,147350.2210N,077-44-20.0030W,279860.0030W
'03PS,"BELLEFONTE, PA 16823","BELLEFONTE, PA 16823",16823,16823,40-51-00.0000N,147060.0000N,077-54-20.0000W,280460.0000W
'PS44,"ALTOONA, PA 16603","ALTOONA, PA 16603",16603,16603,40-36-41.2370N,146201.2370N,078-19-32.0510W,281972.0510W
'77PN,"WELLSVILLE, NY 14895","BEAVER SPRINGS, PA 17812",14895,17812,40-47-02.2820N,146822.2820N,077-12-23.9420W,277943.9420W
'00A,"NEWTOWN, PA 18940","BENSALEM, PA 19020",18940,19020,40-04-15.0000N,144255.0000N,074-56-01.0000W,269761.0000W
'PA40,"BENTON, PA 17814","BENTON, PA 17814",17814,17814,41-12-00.3010N,148320.3010N,076-23-13.7900W,274993.7900W
'PN98,"BERLIN, PA 15530","BERLIN, PA 15530",15530,15530,39-55-58.2000N,143758.2000N,078-56-03.0000W,284163.0000W
'PA42,"BERWICK, PA 18603","BERWICK, PA 18603",18603,18603,41-04-13.5400N,147853.5400N,076-13-50.4600W,274430.4600W
'03PN,"BERWICK, PA 18603","BERWICK, PA 18603",18603,18603,41-04-00.7000N,147840.7000N,076-10-50.9000W,274250.9000W
'02PN,"BERWYN, PA 19312","BERWYN, PA 19312",19312,19312,40-03-32.4700N,144212.4700N,075-27-41.0000W,271661.0000W
'8N1,"BETHEL, PA 19507","BETHEL, PA 19507",19507,19507,40-29-05.3310N,145745.3310N,076-15-48.8230W,274548.8230W
'8PS1,"BETHLEHEM, PA 18016","BETHLEHEM, PA 18016",18016,18016,40-36-45.3550N,146205.3550N,075-20-48.6450W,271248.6450W
'6PN8,"BETHLEHEM, PA 18017","BETHLEHEM, PA 18017",18017,18017,40-38-45.3540N,146325.3540N,075-19-58.6450W,271198.6450W
'8PA2,"BETHLEHEM, PA 18017","BETHLEHEM, PA 18017",18017,18017,40-41-03.3520N,146463.3520N,075-20-02.6460W,271202.6460W
'PA51,"BIGLERVILLE, PA 17307","BIGLERVILLE, PA 17307",17307,17307,39-54-30.4200N,143670.4200N,077-12-18.7800W,277938.7800W
'3PN0,"BIGLERVILLE, PA 17307","BIGLERVILLE, PA 17307",17307,17307,39-57-37.3340N,143857.3340N,077-15-32.9400W,278132.9400W
'84PA,"BIRDSBORO, PA 19508","BIRDSBORO, PA 19508",19508,19508,40-18-33.3340N,145113.3340N,075-49-34.7150W,272974.7150W
'51PN,"PITTSBURGH, PA 15219","PITTSBURGH, PA 15219",15219,15219,40-29-57.2460N,145797.2460N,079-51-55.1790W,287515.1790W
'PA50,"DANVILLE, PA 17822","DANVILLE, PA 17822",17822,17822,41-00-36.1500N,147636.1500N,076-27-08.1000W,275228.1000W
'N13,"BLOOMSBURG, PA 17815-9588","BLOOMSBURG, PA 17815-9588",17815-9588,17815-9588,40-59-51.5420N,147591.5420N,076-26-06.8869W,275166.8869W
'PS89,"BLOOMSBURG, PA 17815","BLOOMSBURG, PA 17815",17815,17815,41-00-43.3110N,147643.3110N,076-24-18.7950W,275058.7950W
'PS85,"BLOOMSBURG, PA 17815","BLOOMSBURG, PA 17815",17815,17815,40-59-10.3120N,147550.3120N,076-25-44.8010W,275144.8010W
'86PN,"BLOOMSBURG, PA 17815","BLOOMSBURG, PA 17815",17815,17815,41-02-40.3080N,147760.3080N,076-21-18.7850W,274878.7850W
'PA45,"TROUT RUN, PA 17771","TROUT RUN, PA 17771",17771,17771,41-25-08.1600N,149108.1600N,076-55-35.8600W,276935.8600W
'BFD,"LEWIS RUN, PA 16738","LEWIS RUN, PA 16738",16738,16738,41-48-10.6000N,150490.6000N,078-38-23.9000W,283103.9000W
'PS18,"BRADFORD, PA 16701","BRADFORD, PA 16701",16701,16701,41-54-13.2260N,150853.2260N,078-37-39.0950W,283059.0950W
'6PN5,"CUSTER CITY, PA 16725","CUSTER CITY, PA 16725",16725,16725,41-54-27.0000N,150867.0000N,078-37-44.0000W,283064.0000W
'PN22,"BRADFORD, PA 16701","BRADFORD, PA 16701",16701,16701,41-56-42.0000N,151002.0000N,078-40-19.7600W,283219.7600W
'6PN9,"RAEFORD, NC 28376",,28376,#VALUE!,40-53-10.3120N,147190.3120N,076-09-12.7660W,274152.7660W
'PA87,"BREINIGSVILLE, PA 18031","BREINIGEVILLE, PA 18031",18031,18031,40-32-46.3440N,145966.3440N,075-39-43.6820W,272383.6820W
'PA93,"FORD CITY, PA 16226","FORD CITY, PA 16226",16226,16226,40-41-06.0000N,146466.0000N,079-27-24.0000W,286044.0000W
'47PN,"BRISTOL, PA 19007-6898","BRISTOL, PA 19007-6898",19007-6898,19007-6898,40-07-20.3960N,144440.3960N,074-53-48.5970W,269628.5970W
'9W8,"BROGUE, PA 17309","BROGUE, PA 17309",17309,17309,39-51-08.3650N,143468.3650N,076-29-10.8720W,275350.8720W
'PA04,"BROOKVILLE, PA 15825","BROOKVILLE, PA 15825",15825,15825,41-09-23.2290N,148163.2290N,079-05-35.1330W,284735.1330W
'PS24,"BROWNSVILLE, PA 15414","BROWNSVILLE, PA 15414",15414,15414,40-00-13.2680N,144013.2680N,079-52-32.1660W,287552.1660W
'3PS1,"BRYN ATHYN, PA 19009",,19009,#VALUE!,40-07-33.3950N,144453.3950N,075-04-43.6190W,270283.6190W
'3PS9,"BULGER, PA 15019","BULGER, PA 15019",15019,15019,40-22-42.3000N,145362.3000N,080-20-58.3200W,289258.3200W
'PS11,"BURNHAM, PA 17009","BURNHAM, PA 17009",17009,17009,40-38-43.2560N,146323.2560N,077-33-18.9780W,279198.9780W
'05PS," BURNT CABINS, PA 17215","BURNT CABINS, PA 17215",17215,17215,40-08-34.0000N,144514.0000N,077-51-43.0000W,280303.0000W
'3PS3,"MT. BETHEL, PA 18343","MT. BETHEL, PA 18343",18343,18343,40-48-23.0000N,146903.0000N,075-19-18.0000W,271158.0000W
'BTP,"BUTLER, PA 16002","BUTLER, PA 16002",16002,16002,40-46-35.7000N,146795.7000N,079-57-03.9000W,287823.9000W
'3G9,"BUTLER, PA 16001","BUTLER, PA 16001",16001,16001,40-51-09.2320N,147069.2320N,079-58-29.2070W,287909.2070W
'PA41,"BUTLER, PA 16001","BUTLER, PA 16001",16001,16001,40-52-00.9660N,147120.9660N,079-52-47.6220W,287567.6220W
'5PN8,"CALVIN, PA 16622","CALVIN, PA 16622",16622,16622,40-19-44.0000N,145184.0000N,078-02-42.0000W,280962.0000W
'3PN6,"SAEGERTOWN, PA 16433","SAEGERTOWN, PA 16433",16433,16433,41-45-00.2030N,150300.2030N,080-04-59.2020W,288299.2020W
'PS64,"CAMBRIDGE SPRINGS, PA 16403",,16403,#VALUE!,41-49-30.2020N,150570.2020N,080-04-44.2010W,288284.2010W
'8N4,"NEW YORK, NY 10014","CANADENSIS, PA 18325",10014,18325,41-12-53.7450N,148373.7450N,075-14-48.8500W,270888.8500W
'82PA,"BULGER, PA 15019","BULGER, PA 15019",15019,15019,40-23-48.0000N,145428.0000N,080-18-19.0000W,289099.0000W
'PA67,"CANONSBURG, PA 15317","PA, PA 15317",15317,15317,40-14-49.0200N,144889.0200N,080-11-27.7300W,288687.7300W
'PA59,"CANONSBURG, PA 15317","CANONSBURG, PA 15317",15317,15317,40-14-17.2200N,144857.2200N,080-10-38.7000W,288638.7000W
'PA53,"CARBONDALE, PA 18407","CARBONDALE, PA 18407",18407,18407,41-37-37.2940N,149857.2940N,075-31-41.6650W,271901.6650W
'PA09,"CARBONDALE, PA 18407","CARBONDALE, PA 18407",18407,18407,41-34-18.8300N,149658.8300N,075-30-21.7300W,271821.7300W
'PA54,"WAYMART, PA 18472","WAYMART, PA 18472",18472,18472,41-31-20.3060N,149480.3060N,075-23-45.6500W,271425.6500W
'9PN8,"CARBONDALE, PA 18407","CARBONDALE, PA 18407",18407,18407,41-37-30.2940N,149850.2940N,075-31-58.6660W,271918.6660W
'N94,"CARLISLE, PA 17013","CARLISLE, PA 17013",17013,17013,40-11-16.4870N,144676.4870N,077-10-27.3920W,277827.3920W
'N95,"CARLISLE, PA 17013-1520","CARLISLE, PA 17013-5020",17013-1520,17013-5020,40-12-00.3180N,144720.3180N,077-09-58.9310W,277798.9310W
'21PN,"CARLISLE, PA 17015","CARLISLE, PA 17015",17015,17015,40-10-59.9900N,144659.9900N,077-13-22.1100W,278002.1100W
'PA55,"CARLISLE, PA 17013",,17013,#VALUE!,40-13-00.3190N,144780.3190N,077-06-58.9260W,277618.9260W
'6PS6,"CARLISLE, PA 17015","CARLISLE, PA 17015",17015,17015,40-15-26.4000N,144926.4000N,077-08-11.2900W,277691.2900W
'5PA0,"CARMICHAELS, PA 15320","CARMICHAELS, PA 15320",15320,15320,39-52-22.2500N,143542.2500N,079-57-19.1800W,287839.1800W
'4PS5,"CARMICHAELS, PA 15320","CARMICHAELS, PA 15320",15320,15320,39-55-13.9600N,143713.9600N,079-56-55.1900W,287815.1900W
'85PA,"CARROLLTOWN, PA 15722","CARROLLTOWN, PA 15722",15722,15722,40-35-42.2480N,146142.2480N,078-46-42.0900W,283602.0900W
'0PS3,"HALIFAX, PA 17032","HALIFAX, PA 17032",17032,17032,40-29-25.3090N,145765.3090N,076-45-59.8880W,276359.8880W
'PN30,"BROAD TOP, PA 16621","BROAD TOP, PA 16621",16621,16621,40-15-46.0000N,144946.0000N,078-06-09.0000W,281169.0000W
'N16,"CENTRE HALL, PA 16828","CENTRE HALL, PA 16828",16828,16828,40-48-42.2320N,146922.2320N,077-39-25.9900W,279565.9900W
'N74,"CENTRE HALL, PA 16828","CENTRE HALL, PA 16828",16828,16828,40-53-25.2320N,147205.2320N,077-36-08.9860W,279368.9860W
'06PA,"SHINGLEHOUSE, PA 16748","SHINGLEHOUSE, PA 16748",16748,16748,41-59-45.6000N,151185.6000N,078-17-11.4000W,281831.4000W
'4PS4,"THOMPSON, PA 18465","THOMPSON, PA 18465",18465,18465,39-51-15.3990N,143475.3990N,075-34-21.7370W,272061.7370W
'PA60,"CHAMBERSBURG, PA 17201","CHAMBERSBURG, PA 17201",17201,17201,39-55-58.8800N,143758.8800N,077-38-44.6100W,279524.6100W
'N68,"MIDDLETOWN, PA 17057","MIDDLETOWN, PA 17057",17057,17057,39-58-22.6621N,143902.6621N,077-38-35.7226W,279515.7226W
'7PN5,"CHAMBERSBURG, PA 17201-5000",,17201-5000,#VALUE!,39-53-00.3300N,143580.3300N,077-38-58.9680W,279538.9680W
'8PN0,"CHAMBERSBURG, PA 17201","CHAMBERSBURG, PA 17201",17201,17201,39-56-18.0000N,143778.0000N,077-36-59.0000W,279419.0000W
'PA58,"CHAMBERSBURG, PA 17201","CHAMBERSBURG, PA 17202",17201,17202,39-58-30.0000N,143910.0000N,077-33-28.0000W,279208.0000W
'PN08,"HOME, PA 15747","HOME, PA 15747",15747,15747,40-44-04.6300N,146644.6300N,079-09-35.6300W,284975.6300W
'32PA,"CLEARVILLE, PA 15535","CLEARVILLE, PA 15535",15535,15535,39-49-02.0000N,143342.0000N,078-28-47.0000W,282527.0000W
'PS65,"UPLAND, PA 19013","UPLAND, PA 19013",19013,19013,39-51-24.6600N,143484.6600N,075-22-07.9400W,271327.9400W
'87PA,"CHICORA, PA 16025",,16025,#VALUE!,40-55-35.2290N,147335.2290N,079-44-19.1790W,287059.1790W
'AXQ,"SHIPPENVILLE, PA 16254","SHIPPENVILLE, PA 16254",16254,16254,41-13-29.8000N,148409.8000N,079-26-31.8000W,285991.8000W
'91PA,"CLARION, PA 16214","CLARION, PA 16214",16214,16214,41-11-33.1700N,148293.1700N,079-23-54.2100W,285834.2100W
'PS66,"CLARION, PA 16214","CLARION, PA 16214",16214,16214,41-12-41.2270N,148361.2270N,079-21-39.1560W,285699.1560W
'PS67,"CLAYSVILLE, PA 15323",,15323,#VALUE!,40-06-22.2620N,144382.2620N,080-25-51.2400W,289551.2400W
'23PN,"CLEARFIELD, PA 16830","CLEARFIELD, PA 16830",16830,16830,41-02-02.4200N,147722.4200N,078-27-00.5300W,282420.5300W
'FIG,"CLEARFIELD, PA 16830","CLEARFIELD, PA 16830",16830,16830,41-02-56.8810N,147776.8810N,078-24-54.5685W,282294.5685W
'3PN1,"GREENFIELD, PA 18407","GREENFIELD, PA 18407",18407,18407,41-37-19.2890N,149839.2890N,075-35-46.6720W,272146.6720W
'88PA,"CLINTON, PA 15026",,15026,#VALUE!,40-32-21.2400N,145941.2400N,080-24-47.2330W,289487.2330W
'PS39,"SALTSBURG, PA 15681","SALTSBURG, PA 15681",15681,15681,40-37-42.0000N,146262.0000N,078-57-37.0000W,284257.0000W
'PS07,"COALDALE, PA 18218","COALDALE, PA 18218",18218,18218,40-49-15.3700N,146955.3700N,075-54-53.0000W,273293.0000W
'2PS6,"FRANKLIN, TN 37067","COATESVILLE, PA 19320",37067,19320,40-00-36.5500N,144036.5500N,075-47-04.2200W,272824.2200W
'MQS,"COATESVILLE, PA 19320","COATESVILLE, PA 19320",19320,19320,39-58-44.3000N,143924.3000N,075-51-55.7000W,273115.7000W
'4PS8,"WEST GROVE, PA 11413","WEST GROVE, PA 11413",11413,11413,39-53-36.0000N,143616.0000N,075-49-06.0000W,272946.0000W
'00PA,"COATESVILLE, PA 19320","COATESVILLE, PA 19320",19320,19320,39-56-56.0000N,143816.0000N,075-44-49.0000W,272689.0000W
'PN34,"COATESVILLE, PA 19320","COATESVILLE, PA 19320",19320,19320,39-58-40.9000N,143920.9000N,075-52-56.5000W,273176.5000W
'7PA8,"HINCKLEY, OH 44233","HINCKLEY, OH 44233",44233,44233,41-27-23.0000N,149243.0000N,079-58-58.0000W,287938.0000W
'PN52,"COCHRANVILLE, PA 19330","COCHRANVILLE, PA 19330",19330,19330,39-52-02.0000N,143522.0000N,075-56-01.0000W,273361.0000W
'03PA,"COLLEGEVILLE, PA 19426-0107","COLLEGEVILLE, PA 19426-0107",19426-0107,19426-0107,40-09-46.3760N,144586.3760N,075-27-56.6650W,271676.6650W
'PA61,"COLLEGEVILLE, PA 19426",,19426,#VALUE!,40-10-00.3760N,144600.3760N,075-26-58.6610W,271618.6610W
'N10,"COLLEGEVILLE, PA 19426","COLLEGEVILLE, PA 19426",19426,19426,40-12-14.5740N,144734.5740N,075-25-48.9470W,271548.9470W
'0PN3,"WEST TRENTON, NJ 08628","WEST TRENTON, NJ 08628",08628,08628,40-09-31.2300N,144571.2300N,075-27-48.3500W,271668.3500W
'PN54,"COLUMBIA CROSS ROADS, PA 16914","COLUMBIA CROSS ROADS, PA 16914",16914,16914,41-50-30.0000N,150630.0000N,076-44-45.0000W,276285.0000W
'90PA,"SPRING CITY, PA 19475",,19475,#VALUE!,41-52-45.2360N,150765.2360N,078-06-54.0270W,281214.0270W
'PA38,"CONNELLSVILLE, PA 15425","CONNELLSVILLE, PA 15425",15425,15425,40-01-28.7020N,144088.7020N,079-34-34.2385W,286474.2385W
'VVS,"LEMONT FURNACE, PA 15456","LEMONT FURNACE, PA 15456",15456,15456,39-57-32.6000N,143852.6000N,079-39-26.7000W,286766.7000W
'63PN,"COOPERSBURG, PA 18036","COOPERSBURG, PA 18036",18036,18036,40-30-30.3580N,145830.3580N,075-23-38.6490W,271418.6490W
'PA65,"COPLAY, PA 18037",,18037,#VALUE!,40-42-00.3450N,146520.3450N,075-32-58.6650W,271978.6650W
'8G2,"CORRY, PA 16407","CORRY, PA 16047",16407,16047,41-54-27.2000N,150867.2000N,079-38-27.8000W,286707.8000W
'PN09,"COUDERSPORT, PA 16915","COUDERSPORT, PA 16915",16915,16915,41-46-18.0000N,150378.0000N,077-58-47.0000W,280727.0000W
'PN15,"COUDERSPORT, PA 16915","COUDERSPORT, PA 16915",16915,16915,41-52-45.0000N,150765.0000N,077-57-00.0000W,280620.0000W
'94PA,"COUDERSPORT, PA 16915","COUDERSPORT, PA 16915",16915,16915,41-46-12.2360N,150372.2360N,078-00-39.0150W,280839.0150W
'11PN,"FRANKLIN, PA 16323","FRANKLIN, PA 16323",16323,16323,41-21-09.0000N,148869.0000N,079-43-58.0000W,287038.0000W
'PA56,"PITTSBURGH, PA 15213","CRANBERRY TWP, PA 16066",15213,16066,40-41-01.4800N,146461.4800N,080-05-49.6200W,288349.6200W
'48P,"CRESCO, PA 18326","CRESCO, PA 18326",18326,18326,41-08-54.8000N,148134.8000N,075-16-31.0000W,270991.0000W
'PS01,"CROYDON, PA 19021","CROYDON, PA 19021",19021,19021,40-04-52.6000N,144292.6000N,074-53-39.2000W,269619.2000W
'PN38,"TARENTUM, PA 15084","TARENTUM, PA 15084",15084,15084,40-39-45.2380N,146385.2380N,079-50-44.1890W,287444.1890W
'0PS4,"CURWENSVILLE, PA 16833","CURWENSVILLE, PA 16833",16833,16833,41-00-30.2100N,147630.2100N,078-33-39.0910W,282819.0910W
'PS21,"DALMATIA, PA 17017","DALMATIA, PA 17017",17017,17017,40-38-45.3050N,146325.3050N,076-48-43.8930W,276523.8930W
'8N8,"DANVILLE, PA 17821","DANVILLE, PA 17824",17821,17824,40-56-54.0675N,147414.0675N,076-38-38.1350W,275918.1350W
'49PN,"DANVILLE, PA 17822","DANVILLE, PA 17822-4050",17822,17822-4050,40-58-21.6500N,147501.6500N,076-36-17.5400W,275777.5400W
'79PN,"DANVILLE, PA 17822","DANVILLE, PA 17822-2005",17822,17822-2005,40-58-04.4076N,147484.4076N,076-36-20.5956W,275780.5956W
'50PN,"PITTSBURGH, PA 15221","PITTSBURGH, PA 15221",15221,15221,40-23-28.2440N,145408.2440N,079-34-16.1510W,286456.1510W
'PN01,"ALLISON PARK, PA 15101","ALLISON PARK, PA 15101",15101,15101,40-35-17.2420N,146117.2420N,079-54-21.1900W,287661.1900W
'0P8,"DOVER, PA 17315","DOVER, PA 17315",17315,17315,40-01-27.9250N,144087.9250N,076-48-55.0800W,276535.0800W
'PN28,"DOYLESTOWN, PA 18901","DOYLESTOWN, PA 18901",18901,18901,40-17-11.3800N,145031.3800N,075-08-42.6100W,270522.6100W
'DYL,"DOYLESTOWN, PA 18902","DOYLESTOWN, PA 18902",18902,18902,40-19-58.9810N,145198.9810N,075-07-20.4180W,270440.4180W
'9PS3,"DOYLESTOWN, PA 18901","DOYLESTOWN, PA 18901",18901,18901,40-18-32.2900N,145112.2900N,075-08-54.3500W,270534.3500W
'PA10,"DU BOIS, PA 15801","DU BOIS, PA 15801",15801,15801,41-06-51.9700N,148011.9700N,078-46-26.3400W,283586.3400W
'PS46,"DUBLIN, PA 18917","DUBLIN, PA 18917",18917,18917,40-21-44.3770N,145304.3770N,075-10-48.6240W,270648.6240W
'DUJ,"REYNOLDSVILLE, PA 15851","REYNOLDSVILLE, PA 15851",15851,15851,41-10-41.8000N,148241.8000N,078-53-55.3000W,284035.3000W
'5PS5,"DUNCANNON, PA 17020","DUNCANNON, PA 17020",17020,17020,40-23-48.3070N,145428.3070N,077-04-26.9250W,277466.9250W
'9PS7,"ALTOONA, PA 16603","ALTOONA, PA 16603",16603,16603,40-26-50.0000N,145610.0000N,078-25-44.0000W,282344.0000W
'PA71,"FLEETWOOD, PA 19522",,19522,#VALUE!,41-31-15.2700N,149475.2700N,076-27-43.7980W,275263.7980W
'40PN,"ST DAVIDS, PA 19087","ST DAVIDS, PA 19087",19087,19087,41-23-28.1600N,149008.1600N,076-36-41.0500W,275801.0500W
'4PN7,"ST DAVIDS, PA 19087","ST DAVIDS, PA 19087",19087,19087,41-25-15.2800N,149115.2800N,076-32-03.8100W,275523.8100W
'0PS5,"OREFIELD, PA 18069","WHITEHALL, PA 18052",18069,18052,40-52-45.3450N,147165.3450N,075-11-33.6430W,270693.6430W
'PA72,"EAST BERLIN, PA 17316","DILLSBURG, PA 17019",17316,17019,39-57-31.3470N,143851.3470N,076-58-14.9180W,277094.9180W
'PN02,"GLENSHAW, PA 15116",,15116,#VALUE!,40-59-05.2290N,147545.2290N,079-33-59.1650W,286439.1650W
'PA73,"YORK, PA 17406",,17406,#VALUE!,39-58-46.3540N,143926.3540N,076-32-09.8750W,275529.8750W
'0PS6,"WINDSOR, PA 17366","WINDSOR, PA 17366",17366,17366,39-56-58.3560N,143818.3560N,076-33-11.8760W,275591.8760W
'N53,"STROUDSBURG, PA 18360","STROUDSBURG, PA 18360",18360,18360,41-02-09.1380N,147729.1380N,075-09-38.4440W,270578.4440W
'N43,"ALLENTOWN, PA 18109-3040","EASTON, PA 18040",18109-3040,18040,40-44-31.8000N,146671.8000N,075-14-34.6000W,270874.6000W
'9PS4,"EASTON, PA 18042","EASTON, PA 18042",18042,18042,40-44-58.3510N,146698.3510N,075-12-36.6370W,270756.6370W
'9G8,"EBENSBURG, PA 15931","EBENSBURG, PA 15931",15931,15931,40-27-40.3590N,145660.3590N,078-46-30.8780W,283590.8780W
'PS47,"SUMMERHILL, PA 15958","SUMMERHILL, PA 15958",15958,15958,40-25-40.2620N,145540.2620N,078-44-29.0740W,283469.0740W
'PN04,"EBENSBURG, PA 15931","EBENSBURG, PA 15931",15931,15931,40-32-49.2510N,145969.2510N,078-41-41.0760W,283301.0760W
'36PN,"EDGEMONT, PA 19028-5099","EDGEMONT, PA 19028-5099",19028-5099,19028-5099,39-58-00.3960N,143880.3960N,075-27-08.7150W,271628.7150W
'PS48,"LARKSVILLE, PA 18704","LARKSVILLE, PA 18704",18704,18704,41-15-52.2920N,148552.2920N,075-55-29.7110W,273329.7110W
'22D,"WASHINGTON, PA 15301","WASHINGTON, PA 15301",15301,15301,40-07-50.3000N,144470.3000N,080-05-46.1000W,288346.1000W
